"","Term","Chapters"
"1267","data structures 2nd 3rd",0
"1268","elements function",0
"1269","maximal common subsequence",0
"1270","positional type",0
"1271","left fold function",0
"1272","Foreign.Marshal.Array module",0
"1273","general recursion",0
"1274","round function",0
"1275","FDs (file descriptors)",0
"1276","environment (programming)",0
"1277","factorial",0
"1278","operator section",0
"1279","left identity [see (>>=) operator]",0
"1280","blending with c",0
"1281","tails function",0
"1282","plain (p3) netpbm format",0
"1283","WHNF (weak head normal form) 2nd 3rd",0
"1284","\r (carriage return) character",0
"1285","fold' function",0
"1286","unary operator (-)",0
"1287","list management",0
"1288","variables 2nd",0
"1289","structural induction",0
"1290","mulitcore programming",0
"1291","ASCII coding",0
"1292","liftm function 2nd 3rd 4th",0
"1293","matrix",0
"1294","input/output [See I/O]",0
"1295","actual parameter",0
"1296","file descriptors (FDs)",0
"1297","allocating datum",0
"1298","stub version of types/functions",0
"1299","hgetcontents function",0
"1300","mtl library 2nd",0
"1301","doc data type",0
"1302","Control.Monad.Error module 2nd 3rd",0
"1303","showtype",0
"1304","debian linux",0
"1305","fmap function 2nd",0
"1306","sqlerror type",0
"1307","showhex function",0
"1308","min",0
"1309","stdout function",0
"1310","Haskell DataBase Connectivity system (HDBC)",0
"1311","normal form datum",0
"1312","tolower",0
"1313","Coordinated Universal Time (UTC)",0
"1314","shiftl function",0
"1315","deleting/renaming",0
"1316","length function 2nd",0
"1317","rotatehorse",0
"1318","kleisli composition",0
"1319","right identity [see (>>=) operator]",0
"1320","quantifier",0
"1321","single quotes (')",0
"1322","infop type 2nd",0
"1323","System.Cmd module",0
"1324","suffixes function",0
"1325","single-character escape code",0
"1326","type inference 2nd",0
"1327","garbage collecting",0
"1328","finiteness",0
"1329","read typeclass",0
"1330","replicate function",0
"1331","gcc compiler",0
"1332","ill typed rule",0
"1333","local definition",0
"1334","lend function",0
"1335","conditional evaluation 2nd",0
"1336","timediff type",0
"1337","association lists 2nd",0
"1338","widget descriptions saved a",0
"1339","composable functor",0
"1340","finding statu",0
"1341","nomonomorphismrestriction 2nd",0
"1342","foreignptr type",0
"1343","forkprocess function",0
"1344","casual parsing for",0
"1345","top level name",0
"1346","point-free expression",0
"1347","greedy algorithm",0
"1348","transforming input",0
"1349","hputstrln function",0
"1350","applicative type class",0
"1351","HNF (head normal form)",0
"1352","monadplus typeclass",0
"1353","foldl function 2nd",0
"1354","functionaldependency",0
"1355","parameterized types 2nd",0
"1356","snd function",0
"1357","getclocktime function",0
"1358","pythagoras's theorem",0
"1359","arrays 2nd 3rd",0
"1360","tables (hash) 2nd",0
"1361","compiling source",0
"1362","parse wrapper",0
"1363","flexiblecontext",0
"1364","transactions (database)",0
"1365","quadratic equation",0
"1366","distributivity",0
"1367","numeric library",0
"1368","module function",0
"1369","primitive recursive function",0
"1370",".hsc files 2nd",0
"1371","runST function",0
"1372","runghc program",0
"1373","System.Directory module 2nd 3rd",0
"1374","string function",0
"1375","monads 2nd",0
"1376","deadlocks 2nd",0
"1377","boolean expression",0
"1378","fromintegral function 2nd",0
"1379","elem function",0
"1380","Control.Monad module 2nd",0
"1381","widgets (GUI programming)",0
"1382","shape of functors",0
"1383","testing [see quality assurance]",0
"1384","multiplication (*) option",0
"1385","infix version of a function",0
"1386","CAFs (constant applicative forms)",0
"1387","pipes (redirection)",0
"1388","maxthree",0
"1389","context of failure",0
"1390","boolean algebra",0
"1391","Data.ByteString.Lazy.Char8 module",0
"1392","newtype wrapper",0
"1393","strict evaluation 2nd",0
"1394","RPN (Reverse Polish Notation)",0
"1395","Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module",0
"1396","Database.HDBC module",0
"1397","stderr function",0
"1398","c programming language 2nd 3rd",0
"1399","boilerplate 2nd",0
"1400","redirection (pipes)",0
"1401","types 2nd 3rd",0
"1402","Graphics.UI.Gtk module",0
"1403","row datum",0
"1404","newtype keyword",0
"1405","subtraction (-) option",0
"1406","unboxed value in arrays",0
"1407","hsc2h",0
"1408","prop_one_present function",0
"1409","foreign module",0
"1410","genericity",0
"1411","quickquery' function 2nd",0
"1412","mconcat",0
"1413","disjunction",0
"1414","Prelude.hs",0
"1415","codemessage",0
"1416","Data.List.lookup function",0
"1417","Standard ML",0
